# DASPi ChArUco observations
# board_squares_x=7
# board_squares_y=5
# square_length_m=0.040
# marker_length_m=0.020
# dictionary=DICT_4X4_50
frame,module,facet,corner_id,x,y
10,1,1,92,950.378,910.933
10,1,1,93,948.77,944.578
10,1,1,94,946.083,976.718
10,1,1,95,943.867,1007.56
10,1,1,102,919.177,768.023
10,1,1,103,917.429,805.418
10,1,1,104,916.641,843.516
10,1,1,105,914.481,879.324
10,1,1,106,913.125,914.757
10,1,1,107,911.546,948.48
10,1,1,110,905.535,1041.35
10,1,1,117,878.953,808.427
10,1,1,118,877.496,845.753
10,1,1,119,876.485,882.317
10,1,1,120,874.902,917.658
10,1,1,121,873.568,951.75
10,1,1,128,840.381,690.54
10,1,1,132,837.793,848.092
10,1,1,133,836.86,884.84
10,1,1,134,836.059,920.032
10,1,1,135,834.92,954.209
10,1,1,142,799.288,690.819
10,1,1,143,798.685,732.04
10,1,1,149,795.814,956.179
10,1,1,152,794.592,1049.66
10,1,1,154,757.791,607.686
10,1,1,155,757.555,648.947
10,1,1,158,756.72,772.507
10,1,1,163,756.123,956.932
10,1,1,164,756.168,990.002
10,1,1,165,756.461,1020.99
10,1,1,166,756.681,1050.98
10,1,1,168,715.748,606.232
10,1,1,169,715.311,649.026
10,1,1,172,714.951,772.224
10,1,1,173,715.087,811.924
10,1,1,174,715.344,850.219
10,1,1,175,715.682,887.215
10,1,1,176,715.743,922.779
10,1,1,177,716.399,957.339
10,1,1,178,716.654,989.871
10,1,1,179,717.732,1021.7
10,1,1,180,718.218,1051.26
10,1,1,182,673.842,606.024
10,1,1,183,673.389,647.979
10,1,1,184,672.911,689.961
10,1,1,185,672.86,730.911
10,1,1,186,673.043,771.868
10,1,1,187,673.51,811.119
10,1,1,188,674.07,849.677
10,1,1,189,674.828,886.96
10,1,1,190,675.348,922.482
10,1,1,191,676.573,956.802
10,1,1,192,677.655,989.967
10,1,1,193,678.795,1021.02
10,1,1,194,680.406,1050.95
20,1,1,49,1054.85,868.148
20,1,1,50,1052.42,902.763
20,1,1,63,1020.25,872.794
20,1,1,64,1017.71,906.956
20,1,1,65,1014.69,940.5
20,1,1,73,992.052,726.09
20,1,1,74,990.67,765.297
20,1,1,77,984.238,876.182
20,1,1,78,981.409,911.248
20,1,1,79,978.721,944.218
20,1,1,80,976.23,976.799
20,1,1,81,972.711,1007.33
20,1,1,82,969.912,1037.04
20,1,1,86,954.939,687.769
20,1,1,87,954.193,728.154
20,1,1,88,952.717,767.073
20,1,1,89,951.483,805.461
20,1,1,90,948.835,842.607
20,1,1,91,946.098,879.941
20,1,1,92,944.59,914.155
20,1,1,93,942.916,947.97
20,1,1,94,939.775,980.373
20,1,1,95,937.714,1011.41
20,1,1,96,934.76,1041.17
20,1,1,99,916.6,648.246
20,1,1,100,915.788,689.663
20,1,1,101,915.255,729.702
20,1,1,102,913.691,769.317
20,1,1,103,911.932,807.427
20,1,1,104,910.595,845.691
20,1,1,105,908.311,881.696
20,1,1,106,906.752,917.35
20,1,1,107,904.765,951.27
20,1,1,108,902.73,984.102
20,1,1,109,900.253,1014.91
20,1,1,110,898.227,1044.87
20,1,1,112,876.936,607.154
20,1,1,113,876.052,648.946
20,1,1,114,875.797,689.88
20,1,1,115,874.691,730.807
20,1,1,116,873.959,770.46
20,1,1,117,872.542,809.367
20,1,1,118,870.757,847.18
20,1,1,119,869.395,884.27
20,1,1,120,867.842,919.671
20,1,1,121,866.429,953.912
20,1,1,122,864.636,986.583
20,1,1,123,863.008,1018.15
20,1,1,124,861.292,1047.54
20,1,1,130,832.843,771.642
20,1,1,131,831.676,810.563
20,1,1,132,830.745,848.891
20,1,1,133,829.642,885.927
20,1,1,134,828.474,921.415
20,1,1,135,827.233,955.704
20,1,1,136,826.026,988.712
20,1,1,137,824.945,1019.79
20,1,1,138,823.926,1049.78
20,1,1,144,791.262,771.614
20,1,1,145,790.668,811.264
20,1,1,146,789.656,849.329
20,1,1,147,788.875,886.8
20,1,1,148,788.05,922.137
20,1,1,149,787.534,956.902
20,1,1,150,787.064,989.503
20,1,1,151,786.569,1021.01
20,1,1,152,785.784,1050.82
20,1,1,154,751.818,606.049
20,1,1,155,750.974,647.585
20,1,1,156,750.553,689.867
20,1,1,157,749.726,730.749
20,1,1,158,749.322,771.672
20,1,1,159,748.875,811.077
20,1,1,160,748.738,849.744
20,1,1,161,748.282,887.031
20,1,1,162,747.825,922.605
20,1,1,163,747.802,956.937
20,1,1,164,747.661,990.051
20,1,1,165,747.657,1021.33
20,1,1,166,747.585,1051.38
20,1,1,168,709.524,604.563
20,1,1,169,708.902,647.051
20,1,1,170,708.047,688.57
20,1,1,171,707.831,730.424
20,1,1,172,707.45,770.728
20,1,1,175,707.194,886.284
20,1,1,176,707.391,921.854
20,1,1,177,707.689,956.609
20,1,1,178,708.05,989.219
20,1,1,179,708.883,1021
20,1,1,180,709.524,1051.04
20,1,1,182,667.579,603.905
20,1,1,183,666.904,645.984
20,1,1,184,666.011,687.871
20,1,1,185,665.722,728.891
20,1,1,186,665.713,769.638
20,1,1,189,666.67,885.09
20,1,1,190,667.065,920.69
20,1,1,191,667.849,955.015
20,1,1,192,668.755,988.391
20,1,1,193,669.968,1019.66
20,1,1,194,671.326,1049.75
30,1,1,62,1025.41,837.563
30,1,1,63,1022.19,873.148
30,1,1,75,990.343,803.528
30,1,1,76,988.608,841.031
30,1,1,77,986.277,876.898
30,1,1,78,983.387,911.476
30,1,1,79,980.716,944.283
30,1,1,80,978.225,976.778
30,1,1,83,968.328,1064.1
30,1,1,85,958.18,648.682
30,1,1,88,954.336,767.97
30,1,1,89,953.042,806.597
30,1,1,90,950.715,843.442
30,1,1,91,948.187,880.443
30,1,1,92,946.878,914.83
30,1,1,93,944.787,948.365
30,1,1,94,941.863,980.535
30,1,1,95,939.592,1011.27
30,1,1,96,936.755,1040.65
30,1,1,99,918.183,649.279
30,1,1,102,915.607,770.229
30,1,1,103,913.508,808.194
30,1,1,104,912.451,846.509
30,1,1,105,910.426,882.845
30,1,1,106,908.601,918.049
30,1,1,107,906.943,951.575
30,1,1,110,900.292,1044.65
30,1,1,112,877.74,608.041
30,1,1,113,877.541,650.192
30,1,1,116,875.372,771.631
30,1,1,117,873.967,810.894
30,1,1,118,872.727,848.2
30,1,1,119,871.165,885.17
30,1,1,120,870.046,920.423
30,1,1,121,868.603,954.199
30,1,1,124,863.636,1047.21
30,1,1,126,836.63,608.538
30,1,1,127,836.415,650.21
30,1,1,128,836.03,691.628
30,1,1,129,835.121,732.415
30,1,1,130,834.481,772.944
30,1,1,131,833.503,811.801
30,1,1,132,832.413,850.118
30,1,1,133,831.136,886.566
30,1,1,134,830.372,922.122
30,1,1,135,829.346,956.248
30,1,1,136,828.317,988.842
30,1,1,137,827.272,1019.72
30,1,1,138,826.371,1049.34
30,1,1,140,795.092,608.199
30,1,1,141,794.254,650.378
30,1,1,142,794.065,691.683
30,1,1,143,793.366,733.082
30,1,1,144,793.131,773.305
30,1,1,151,789.027,1021.03
30,1,1,152,788.199,1050.62
30,1,1,154,752.755,607.847
30,1,1,155,752.232,649.557
30,1,1,156,751.567,691.913
30,1,1,157,751.194,732.557
30,1,1,158,751.008,773.427
30,1,1,165,750.107,1021.35
30,1,1,166,750.34,1051.2
30,1,1,168,710.536,606.794
30,1,1,169,709.668,649.436
30,1,1,170,709.422,690.871
30,1,1,171,709.226,732.429
30,1,1,172,709.16,772.606
30,1,1,173,709.313,812.079
30,1,1,176,709.737,922.963
30,1,1,177,709.935,957.525
30,1,1,178,710.681,989.809
30,1,1,179,711.613,1021.18
30,1,1,180,712.025,1050.87
30,1,1,182,667.995,606.469
30,1,1,183,667.774,648.082
30,1,1,184,667.31,690.071
30,1,1,185,667.255,731.114
30,1,1,186,667.362,771.63
30,1,1,187,667.834,811.013
30,1,1,188,668.216,849.309
30,1,1,189,669.048,886.65
30,1,1,190,669.567,921.776
30,1,1,191,670.464,955.989
30,1,1,192,671.692,988.848
30,1,1,193,672.852,1020
30,1,1,194,674.373,1049.61
40,1,1,64,1020,906.529
40,1,1,65,1017.3,940.291
40,1,1,78,983.935,910.941
40,1,1,79,981.261,944.276
40,1,1,80,978.795,976.774
40,1,1,81,975.554,1007.43
40,1,1,82,972.575,1037.04
40,1,1,85,957.265,647.119
40,1,1,88,954.041,767.144
40,1,1,89,952.712,805.816
40,1,1,92,946.559,914.148
40,1,1,93,944.902,948.457
40,1,1,94,942.241,980.499
40,1,1,95,940.145,1011.59
40,1,1,96,937.163,1040.97
40,1,1,99,917.229,648.249
40,1,1,102,914.883,769.437
40,1,1,103,913.11,807.599
40,1,1,104,911.969,846.155
40,1,1,105,910.207,882.223
40,1,1,106,908.914,917.633
40,1,1,107,906.881,951.567
40,1,1,108,905.112,984.375
40,1,1,109,902.999,1015.19
40,1,1,110,900.988,1045.03
40,1,1,112,876.954,607.105
40,1,1,113,876.493,648.951
40,1,1,116,874.757,770.877
40,1,1,117,873.847,809.97
40,1,1,118,872.166,847.649
40,1,1,119,871.152,884.679
40,1,1,120,869.814,920.193
40,1,1,121,868.517,954.319
40,1,1,122,867.068,986.947
40,1,1,123,865.597,1018.32
40,1,1,124,863.986,1047.84
40,1,1,126,835.179,607.435
40,1,1,127,834.927,648.783
40,1,1,128,834.614,690.961
40,1,1,129,834.383,731.784
40,1,1,130,833.656,772.196
40,1,1,131,832.703,811.085
40,1,1,132,832.03,849.458
40,1,1,133,831.044,886.485
40,1,1,134,830.017,922.161
40,1,1,135,829.22,956.346
40,1,1,136,828.341,989.025
40,1,1,137,827.416,1020.2
40,1,1,138,826.59,1049.99
40,1,1,140,793.386,606.995
40,1,1,141,792.944,649.437
40,1,1,142,792.778,690.827
40,1,1,143,792.434,732.174
40,1,1,144,792.11,772.563
40,1,1,145,791.54,812.193
40,1,1,146,791.032,850.39
40,1,1,147,790.328,887.527
40,1,1,148,789.701,922.838
40,1,1,149,789.47,957.694
40,1,1,150,789.27,990.221
40,1,1,151,788.998,1021.47
40,1,1,152,788.213,1051.18
40,1,1,154,751.207,607.027
40,1,1,155,750.79,648.659
40,1,1,158,750.1,772.705
40,1,1,159,749.67,812.065
40,1,1,160,749.678,850.911
40,1,1,161,749.692,888.01
40,1,1,162,749.623,923.402
40,1,1,163,749.699,957.776
40,1,1,166,750.289,1051.89
40,1,1,168,708.915,605.843
40,1,1,169,708.52,648.362
40,1,1,172,708.119,772.12
40,1,1,173,708.247,811.713
40,1,1,174,708.447,850.199
40,1,1,175,708.617,887.486
40,1,1,176,709.013,922.874
40,1,1,180,711.993,1051.53
40,1,1,182,666.768,605.502
40,1,1,183,666.224,647.253
40,1,1,184,665.93,689.433
40,1,1,185,666.179,730.519
40,1,1,186,666.242,771.106
40,1,1,187,666.679,810.453
40,1,1,188,667.274,849.105
40,1,1,189,668.101,886.387
40,1,1,190,668.874,921.792
40,1,1,193,672.162,1020.34
40,1,1,194,673.791,1050.55
50,1,1,63,1022.49,870.916
50,1,1,64,1019.8,904.978
50,1,1,65,1017.22,938.953
50,1,1,74,991.936,763.146
50,1,1,78,983.673,909.561
50,1,1,79,981.252,942.943
50,1,1,80,978.649,975.515
50,1,1,81,975.249,1005.82
50,1,1,82,972.856,1035.79
50,1,1,88,953.216,765.106
50,1,1,89,952.556,803.806
50,1,1,92,946.369,912.648
50,1,1,93,944.926,946.847
50,1,1,94,942.118,978.952
50,1,1,95,939.995,1010.34
50,1,1,96,937.803,1039.95
50,1,1,99,916.362,646.419
50,1,1,102,914.12,767.795
50,1,1,103,912.553,805.828
50,1,1,104,911.685,844.205
50,1,1,105,909.717,880.62
50,1,1,106,908.205,916.324
50,1,1,107,906.511,950.058
50,1,1,108,905.125,982.931
50,1,1,109,902.958,1013.95
50,1,1,110,900.832,1043.79
50,1,1,112,875.866,605.386
50,1,1,113,875.378,647.302
50,1,1,116,874.049,769.034
50,1,1,117,873.243,808.203
50,1,1,118,871.671,845.931
50,1,1,119,871.028,882.819
50,1,1,120,869.39,918.632
50,1,1,121,868.1,952.921
50,1,1,122,866.661,985.308
50,1,1,123,865.378,1017.02
50,1,1,124,864.066,1046.52
50,1,1,128,833.825,689.172
50,1,1,129,833.486,729.95
50,1,1,132,831.587,847.825
50,1,1,133,830.464,884.742
50,1,1,134,829.719,920.54
50,1,1,135,829.01,954.766
50,1,1,136,827.977,987.698
50,1,1,137,827.051,1018.67
50,1,1,138,826.603,1048.66
50,1,1,142,792.036,689.224
50,1,1,143,791.512,730.637
50,1,1,146,790.563,848.782
50,1,1,147,790.068,885.794
50,1,1,148,789.648,921.424
50,1,1,151,788.545,1020.26
50,1,1,152,788.116,1049.85
50,1,1,154,750.336,605.263
50,1,1,155,749.763,646.782
50,1,1,156,749.756,689.104
50,1,1,157,749.47,730.321
50,1,1,158,749.287,771.048
50,1,1,159,749.167,810.401
50,1,1,160,749.273,849.17
50,1,1,161,749.047,886.234
50,1,1,162,749.127,921.929
50,1,1,165,749.842,1020.51
50,1,1,166,750.241,1050.48
50,1,1,168,708.065,604.326
50,1,1,169,707.618,646.8
50,1,1,170,707.299,688.328
50,1,1,171,707.46,729.983
50,1,1,172,707.293,770.318
50,1,1,173,707.604,810.128
50,1,1,174,707.848,848.491
50,1,1,175,708.399,885.803
50,1,1,176,708.677,921.249
50,1,1,177,709.403,956.012
50,1,1,178,710.059,988.741
50,1,1,179,711.151,1020.31
50,1,1,180,711.859,1050.21
50,1,1,182,665.926,604.068
50,1,1,183,665.431,645.727
50,1,1,184,665.302,687.873
50,1,1,185,665.285,728.824
50,1,1,186,665.68,769.617
50,1,1,187,666.07,808.857
50,1,1,188,666.736,847.572
50,1,1,189,667.852,884.846
50,1,1,190,668.429,920.242
50,1,1,191,669.712,954.622
50,1,1,192,671.042,987.624
50,1,1,193,672.189,1019.08
50,1,1,194,673.771,1049.06
60,1,1,62,1025.63,832.473
60,1,1,63,1023.46,868.744
60,1,1,64,1021.03,903.082
60,1,1,65,1018.21,936.995
60,1,1,75,990.234,798.492
60,1,1,78,984.795,907.323
60,1,1,79,982.69,941.22
60,1,1,80,979.849,973.613
60,1,1,83,970.911,1062.16
60,1,1,85,956.283,643.26
60,1,1,88,953.901,762.969
60,1,1,89,952.805,801.869
60,1,1,92,947.43,910.903
60,1,1,93,946.009,944.927
60,1,1,94,943.499,977.61
60,1,1,95,941.464,1008.59
60,1,1,96,938.773,1038.26
60,1,1,99,916.347,644.073
60,1,1,100,916.087,685.344
60,1,1,101,915.299,725.23
60,1,1,102,914.692,765.55
