module,frame,facet,corners,rms_px,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
0,1650,0,87,11.617105,-0.513485,0.269464,2.963911,-0.027873,0.134680,0.453892
0,1660,0,98,85.247738,-0.261419,0.815994,-2.793655,-0.112991,0.147157,0.590152
0,1670,0,98,100.937722,-0.396364,1.006689,-2.536579,-0.131974,0.135000,0.599492
0,1680,0,65,92.096359,1.654456,-1.463559,-2.104297,-0.024458,0.149959,0.372916
0,2110,0,116,13.948908,0.213095,-0.073401,-3.113346,-0.013123,0.152505,0.468167
0,2120,0,187,17.157271,0.151946,-0.088645,-3.080800,-0.017738,0.157374,0.449594
0,2130,0,90,12.363123,0.440258,-0.194613,-3.079433,-0.010802,0.153051,0.460973
0,2140,0,112,14.273534,0.209437,-0.102310,-3.086063,-0.013612,0.155380,0.453458
0,2150,0,90,10.395777,0.610757,-0.212488,-3.060931,-0.008389,0.152192,0.471193
0,2160,0,81,11.521342,0.511681,-0.226530,-3.074418,-0.008208,0.150621,0.463224
0,2170,0,90,11.326219,0.524531,-0.219573,-3.067312,0.006241,0.151960,0.469464
0,2180,0,101,10.675985,0.506948,-0.230749,-3.072334,0.011602,0.152209,0.460963
0,2190,0,89,10.850012,0.465101,-0.223771,-3.075396,0.011222,0.151806,0.458170
0,2200,0,90,11.156031,0.449815,-0.215291,-3.081194,-0.002693,0.151267,0.461660
0,2210,0,82,11.300768,0.437570,-0.201315,-3.090379,-0.016961,0.153166,0.463922
0,2220,0,79,10.303874,0.519088,-0.203413,-3.063944,-0.022572,0.156247,0.467128
0,2230,0,75,10.431098,0.508631,-0.221400,-3.067342,-0.021035,0.156354,0.461285
0,2240,0,77,10.713167,0.533963,-0.215000,-3.064311,-0.020965,0.155541,0.465350
0,2250,0,73,10.690909,0.514812,-0.201349,-3.072587,-0.020166,0.154593,0.462774
0,2260,0,82,11.921754,0.419784,-0.189109,-3.077256,-0.021505,0.154876,0.456017
0,2270,0,88,11.811545,0.361118,-0.156598,-3.073747,-0.031792,0.155581,0.456738
0,2280,0,80,10.658215,0.404593,-0.155157,-3.079056,-0.035345,0.154797,0.461302
0,2290,0,66,11.662497,0.416164,-0.153852,-3.076626,-0.035809,0.154545,0.463773
0,2300,0,76,10.680021,0.470329,-0.154426,-3.074012,-0.038394,0.153551,0.468427
0,2310,0,74,10.267752,0.566699,-0.184228,-3.065080,-0.041898,0.153875,0.468103
0,2320,0,75,12.037792,0.455585,-0.171375,-3.076356,-0.038590,0.153989,0.464240
0,2330,0,77,10.774786,0.575736,-0.187488,-3.058434,-0.039340,0.153869,0.469619
0,2340,0,83,12.263767,0.347376,-0.156663,-3.079623,-0.041167,0.154528,0.459788
0,2350,0,79,12.183306,0.324524,-0.148835,-3.073286,-0.041489,0.158002,0.457542
0,2360,0,68,10.025981,0.489040,-0.187104,-3.022079,-0.050990,0.169448,0.455482
0,2370,0,67,9.824645,0.458147,-0.208352,-3.008201,-0.058035,0.178790,0.445075
0,2380,0,66,8.987553,0.451578,-0.215144,-3.010442,-0.066060,0.184252,0.441345
0,2390,0,68,9.365713,0.440977,-0.206948,-3.019520,-0.068665,0.179745,0.443839
0,2400,0,63,7.928509,0.759280,-0.241671,-2.989005,-0.068083,0.176999,0.461012
0,2410,0,64,8.086442,0.715980,-0.263468,-3.012717,-0.068272,0.173085,0.457359
0,2420,0,59,8.277277,0.613687,-0.272103,-3.056884,-0.064215,0.157358,0.454594
0,2430,0,71,7.894969,-0.486188,0.257300,3.072289,-0.050327,0.130531,0.455190
0,2440,0,65,7.813424,-0.495738,0.288067,3.062912,-0.053304,0.127758,0.450587
0,2450,0,68,8.406309,-0.377612,0.266511,3.062729,-0.049694,0.118373,0.450272
0,2460,0,78,8.415344,-0.455521,0.260937,3.045558,-0.041212,0.113155,0.461758
0,2470,0,72,7.880655,-0.489306,0.269798,3.047412,-0.043879,0.115563,0.461366
0,2480,0,67,7.956003,-0.479375,0.273738,3.045359,-0.042127,0.115352,0.461328
0,2490,0,72,8.057433,-0.382568,0.245340,3.064785,-0.040572,0.113547,0.461572
0,2530,0,123,4.537646,-0.244519,0.270499,3.040371,0.218410,0.000549,0.449728
0,2540,0,142,4.332973,-0.216708,0.284861,3.038891,0.241326,0.002093,0.444653
0,2550,0,146,4.613725,-0.197791,0.279235,3.052361,0.241027,0.007070,0.443787
0,2560,0,138,4.216196,-0.183065,0.297152,3.049066,0.242190,0.009172,0.440792
0,2570,0,130,3.928545,-0.191221,0.285620,3.055518,0.243281,0.013381,0.443772
0,2580,0,135,3.914462,-0.186647,0.281033,3.050829,0.244734,0.012422,0.441974
0,2590,0,138,3.818023,-0.183724,0.283558,3.053190,0.244478,0.014953,0.439459
0,2600,0,128,3.875643,-0.175813,0.288438,3.045820,0.244479,0.011419,0.436926
0,2610,0,96,2.740411,-0.117696,0.274734,3.004230,0.246836,-0.015146,0.415457
0,2950,0,57,46.124914,-0.225848,0.800338,-2.897584,-0.045904,0.111432,0.614099
0,2960,0,56,99.309222,-1.349918,-0.832209,2.555906,-0.169836,-0.050953,0.900791
0,3090,0,56,14.840868,-0.089598,0.159719,1.695037,0.064290,-0.461709,0.422264
0,3100,0,53,13.223025,0.302868,-1.165939,1.510423,0.102576,-0.372472,0.256990
0,3110,0,52,13.782344,0.315806,-1.137302,1.511586,0.098647,-0.374127,0.256135
0,3120,0,55,13.234112,0.331199,-1.157423,1.503323,0.100955,-0.365240,0.250963
0,3130,0,56,13.654356,0.303744,-1.126909,1.514539,0.097412,-0.375527,0.259133
0,3140,0,55,13.161666,0.343420,-1.092537,1.519975,0.096463,-0.373012,0.256046
0,3150,0,43,12.769461,0.375623,-1.071669,1.528757,0.101406,-0.368809,0.251523
0,3180,0,84,14.074266,-0.004533,-0.013670,1.645943,0.236074,-0.451074,0.385892
0,3190,0,90,14.758834,-0.009779,-0.019178,1.637816,0.241863,-0.448354,0.388315
0,3200,0,90,14.728952,0.000582,-0.027713,1.637946,0.243609,-0.447260,0.383039
0,3210,0,91,13.994334,0.011533,-0.024655,1.653035,0.249811,-0.445391,0.384238
0,3220,0,93,15.598338,0.004990,-0.028560,1.639681,0.246756,-0.443862,0.383129
0,3230,0,82,13.486716,0.014453,-0.005911,1.666823,0.256196,-0.441983,0.386026
0,3240,0,85,14.899411,-0.021772,0.009492,1.649899,0.250702,-0.437242,0.386583
0,3250,0,95,16.004660,0.006889,-0.022487,1.647061,0.251442,-0.441304,0.384651
0,3260,0,91,15.313383,0.000669,-0.010112,1.653079,0.252449,-0.437502,0.383916
0,3270,0,87,15.529680,0.001884,-0.011077,1.649782,0.251110,-0.439234,0.383997
0,3280,0,94,14.797798,-0.004727,-0.020464,1.635464,0.244293,-0.441734,0.383994
0,3340,0,60,16.970934,-0.770177,-1.225981,1.306010,-0.091814,-0.415437,0.739501
0,3360,0,43,15.579795,-1.123994,-0.749820,1.186036,-0.105233,-0.339785,0.769404
0,3370,0,73,17.999815,-1.032336,-0.710621,1.148763,-0.104675,-0.353385,0.756674
0,3380,0,67,15.826907,-0.998831,-0.591543,1.134605,-0.095570,-0.350771,0.753740
0,3400,0,64,11.105986,-0.974325,-0.578686,1.132820,-0.105732,-0.364361,0.773243
0,3410,0,55,8.785922,-0.954149,-0.624506,1.120908,-0.121376,-0.384332,0.793210
1,10,1,139,99.461652,0.047010,0.189557,-3.031713,-0.154368,0.347864,0.432107
1,20,1,120,23.191994,-0.033720,0.086411,-3.088188,-0.144968,0.324251,0.401527
1,30,1,126,21.486410,-0.065397,0.095541,-3.083490,-0.139016,0.325391,0.391717
1,40,1,135,21.250681,-0.039554,0.096365,-3.083601,-0.143911,0.325893,0.400340
1,50,1,139,21.658576,-0.027217,0.097231,-3.080202,-0.146272,0.325308,0.403128
1,60,1,142,21.476485,-0.043776,0.095975,-3.084074,-0.144054,0.325261,0.399981
1,70,1,135,21.251144,-0.024565,0.100461,-3.084349,-0.145474,0.325604,0.404637
1,80,1,101,18.973205,-0.062642,0.095803,-3.097538,-0.127682,0.326573,0.390571
1,100,1,180,17.123391,-0.010634,0.114092,-3.072482,-0.023928,0.328335,0.407993
1,110,1,179,17.711105,0.007635,0.118756,-3.075116,-0.029391,0.327673,0.413880
1,120,1,177,17.391681,-0.007512,0.110332,-3.076854,-0.025888,0.324764,0.407974
1,130,1,177,17.682302,-0.002681,0.111622,-3.079997,-0.028855,0.324962,0.409815
1,140,1,170,15.898133,-0.029168,0.113393,-3.066255,-0.037474,0.321654,0.411969
1,150,1,183,16.940524,-0.009965,0.108899,-3.073698,-0.037565,0.318355,0.413290
1,160,1,181,15.577189,-0.030424,0.115536,-3.088517,-0.036575,0.316116,0.413512
1,170,1,174,16.016229,-0.012119,0.126823,-3.105099,-0.034675,0.316567,0.423230
1,180,1,163,17.574062,0.024416,0.125222,-3.093230,-0.038749,0.321309,0.433897
1,190,1,172,17.799175,0.020299,0.140317,-3.084270,-0.042659,0.325834,0.433626
1,200,1,175,16.712213,-0.009087,0.113405,-3.111326,-0.031731,0.310820,0.423577
1,210,1,134,16.537794,0.025119,0.111881,-3.112911,-0.015041,0.313310,0.424576
1,220,1,146,22.347989,0.161033,0.120614,-3.101583,0.016089,0.320998,0.447847
1,250,1,128,15.660685,0.039718,0.072244,-2.985620,0.047597,0.168750,0.379632
1,260,1,123,14.836800,0.087669,0.079996,-2.964447,0.050170,0.174886,0.400537
1,270,1,127,15.011349,0.069240,0.077111,-2.966386,0.053151,0.176114,0.392655
1,280,1,128,14.004622,0.043814,0.073141,-2.969499,0.053853,0.177686,0.384538
1,290,1,130,14.761987,0.063850,0.081218,-2.966533,0.051907,0.177828,0.391155
1,300,1,131,14.403668,0.040437,0.076218,-2.964556,0.053164,0.178125,0.383655
1,310,1,131,14.060056,0.051746,0.077464,-2.965805,0.051773,0.176732,0.388558
1,320,1,137,14.518704,0.061033,0.082330,-2.958824,0.049873,0.178020,0.391490
1,330,1,134,503.551704,0.853824,1.683562,-1.805594,-0.035504,0.019521,0.563893
1,360,1,43,1.805061,-0.021430,0.270665,-1.520172,-0.851740,0.646449,0.619088
1,370,1,60,102.684689,2.923104,0.478652,-1.240098,-0.707574,0.457936,0.687369
1,380,1,71,7093.083712,2.244141,-0.686665,-1.168120,-0.064976,0.294041,-0.013785
1,390,1,67,90.877597,-1.489371,-0.839192,-3.760220,-0.241532,0.204707,0.248468
1,400,1,68,816.930793,0.993721,-2.333242,-1.761168,0.119636,0.055542,-0.011664
1,410,1,50,19.943806,-0.135820,0.085043,-3.289922,-0.311095,0.373516,0.410589
1,420,1,80,885.950015,-2.475485,0.301656,1.538545,-0.059181,0.190218,0.238179
1,430,1,122,2451.587136,0.070322,-1.890929,-0.728342,-0.004704,-0.162553,-0.280675
1,440,1,118,622.304803,-0.263892,-2.106070,-0.211023,0.052551,-0.204096,-0.179600
1,450,1,110,603.101274,-0.202240,-2.125006,-0.225198,0.067482,-0.188600,-0.196491
1,460,1,82,431.488011,-0.899360,-2.059539,-0.449543,-0.134238,-0.229032,-0.122823
1,470,1,62,7.473622,-0.010214,0.133442,-1.362012,-0.717252,0.576641,0.512684
1,500,1,71,7844.725030,-0.300144,-2.437483,-1.100743,0.187702,-0.075023,-0.196148
1,510,1,81,10622.864430,-0.161283,-2.322039,-1.112080,0.126552,-0.070708,-0.213613
1,520,1,99,3463.490707,-0.318534,-2.105080,-1.390892,0.137571,-0.011499,-0.208541
1,530,1,104,3459.966383,-0.292663,-2.177243,-1.316290,0.145288,-0.021241,-0.203242
1,540,1,101,3309.310300,-0.170460,-2.024347,-1.277649,0.063117,-0.027937,-0.225736
1,570,1,72,7.407978,0.148791,0.077070,-0.154814,-0.485412,0.211436,0.401597
1,580,1,66,7.063010,0.152100,0.072157,-0.147331,-0.481854,0.211952,0.402546
1,590,1,185,235.836497,168.058854,147.365367,577.356069,-23.755789,22.286656,45.479933
1,600,1,188,3711.225745,-1.520268,2.096732,1.593770,0.250807,0.171003,0.040154
1,610,1,185,7583.941354,-0.993217,1.964107,1.278463,0.339985,0.033106,0.153872
1,620,1,192,4969.436701,-0.945076,1.969251,1.313645,0.336703,0.017752,0.129175
1,630,1,138,12.991126,0.037476,-0.069743,2.957439,0.116712,0.365750,0.365051
1,640,1,146,12.788619,0.044289,-0.053512,2.959788,0.114506,0.365686,0.361258
1,650,1,177,161.182312,-0.076843,-0.549946,3.231976,-0.019704,0.433552,0.507314
1,660,1,173,151.265290,-0.030073,-0.500125,3.202396,-0.000754,0.423297,0.484177
1,670,1,173,153.486881,-0.028679,-0.547717,3.200141,0.004095,0.420612,0.480992
1,680,1,174,152.195151,-0.020191,-0.481364,3.189822,0.007602,0.418712,0.471236
1,690,1,146,12.865186,0.043282,-0.051425,2.972952,0.110303,0.364591,0.358260
1,700,1,93,145.851248,-0.025211,-0.327512,3.149789,0.032820,0.381763,0.431853
1,710,1,120,11.098355,0.113379,0.091732,-0.087653,-0.608564,-0.009108,0.388120
1,720,1,148,1416.232353,-1.025399,-1.446113,0.894465,-0.035365,-0.347212,0.254941
1,730,1,128,132.970150,0.120375,-0.279055,-0.154821,-0.714843,0.056000,0.413261
1,740,1,131,16.995805,0.255071,0.116462,-3.004134,0.091299,0.204978,0.430268
1,750,1,133,214.644637,0.076029,0.757652,-2.753709,0.014704,0.259759,0.544670
1,760,1,144,172.132687,-0.063164,-0.109143,-3.178510,0.113004,0.197995,0.334416
1,770,1,134,165.250177,-0.211674,-0.426779,-3.111040,0.100623,0.183781,0.240691
1,780,1,130,15.670868,0.260074,0.112694,-2.998481,0.093903,0.209852,0.430108
1,790,1,137,15.951248,0.281197,0.131627,-2.993211,0.091737,0.211173,0.437234
1,800,1,132,15.958966,0.288048,0.123163,-2.994649,0.092454,0.209587,0.437808
1,810,1,131,15.374991,0.263941,0.141754,-2.993965,0.092922,0.209203,0.433004
1,820,1,137,15.629366,0.233964,0.116401,-2.998290,0.093498,0.209660,0.424705
1,830,1,143,15.890402,0.262721,0.122614,-2.993177,0.091339,0.209638,0.431709
1,840,1,135,16.130908,0.235640,0.118273,-2.997285,0.093356,0.210004,0.423856
1,850,1,137,15.303145,0.253549,0.112646,-2.996582,0.090876,0.209953,0.428447
1,860,1,139,15.863069,0.221613,0.117548,-2.998181,0.092324,0.212115,0.420371
1,870,1,41,14.352759,-0.039217,0.185156,-2.923520,0.082734,0.272805,0.351915
1,1280,1,55,3.305646,0.399214,0.013741,-0.405647,-0.322843,0.067820,0.425244
1,1290,1,76,3.485548,0.406656,0.024335,-0.383763,-0.330977,0.057183,0.425142
1,1300,1,85,3.854607,0.428444,0.027892,-0.381762,-0.329386,0.055925,0.419140
1,1310,1,98,3.495754,0.416827,0.020549,-0.378614,-0.330562,0.055425,0.421692
1,1320,1,93,3.673032,0.405679,0.018552,-0.381905,-0.330775,0.050821,0.420708
1,1330,1,100,3.584486,0.401465,0.021489,-0.377635,-0.331857,0.045525,0.420678
1,1340,1,90,3.569935,0.407464,0.040881,-0.396817,-0.334893,0.050070,0.419860
1,1350,1,98,3.421197,0.402143,0.030966,-0.426912,-0.331813,0.057429,0.420605
1,1360,1,71,3.360380,0.345844,0.019663,-0.396233,-0.329392,0.050909,0.420796
1,1390,1,60,8.086606,0.082436,0.018938,-0.240545,-0.260627,0.279340,0.460291
1,1400,1,66,9.454399,0.071582,0.015903,-0.239556,-0.259068,0.279990,0.464177
1,1410,1,61,8.516584,0.087527,0.016833,-0.230947,-0.259993,0.273796,0.457429
1,1420,1,65,8.538653,0.077324,0.017429,-0.241169,-0.260167,0.278812,0.462548
1,1430,1,69,9.676238,0.081260,0.015464,-0.235706,-0.260093,0.277021,0.463832
1,1440,1,63,8.284571,0.127792,0.028411,-0.234366,-0.258607,0.269225,0.452792
1,1450,1,74,9.328497,0.102156,0.025629,-0.245908,-0.261268,0.277208,0.461761
1,1460,1,68,9.327873,0.107484,0.021782,-0.248107,-0.262776,0.278425,0.460085
1,1470,1,72,9.660329,0.100097,0.020874,-0.252895,-0.262201,0.277161,0.459473
1,1610,1,108,5.683935,0.125237,0.006771,-0.232025,-0.326538,0.088719,0.382295
1,1620,1,154,8.601680,0.192219,-0.021016,-0.180174,-0.325362,0.057236,0.371835
1,1630,1,166,7.811702,0.184317,-0.024097,-0.183422,-0.322895,0.055363,0.374353
1,1640,1,150,8.039372,0.185820,-0.028026,-0.178259,-0.322064,0.051994,0.376474
1,1650,1,163,7.896922,0.199659,-0.021773,-0.168117,-0.322659,0.049544,0.376885
1,1660,1,147,7.870175,0.198354,-0.020219,-0.165025,-0.323071,0.046515,0.377581
1,1670,1,167,7.983774,0.201009,-0.028855,-0.160844,-0.322975,0.044950,0.374625
1,1680,1,162,8.024991,0.200089,-0.027037,-0.160380,-0.324214,0.042196,0.373854
1,1690,1,157,8.195302,0.206684,-0.034452,-0.152914,-0.324421,0.041068,0.371055
1,1700,1,47,3.933675,0.173020,0.033333,-0.154025,-0.331307,0.026507,0.375567
1,1730,1,106,12.553723,0.404074,-0.032292,-0.077641,-0.298104,-0.239440,0.317479
1,1740,1,76,11.505479,0.383142,-0.026454,-0.098220,-0.304863,-0.231693,0.337139
1,1750,1,99,9.665488,0.420809,-0.032171,-0.081643,-0.291894,-0.196709,0.323250
1,1760,1,119,9.790987,0.413497,-0.017912,-0.081533,-0.292272,-0.197736,0.328798
1,1770,1,108,9.369166,0.417598,-0.015408,-0.079807,-0.290454,-0.198798,0.325444
1,1780,1,109,9.606589,0.425243,-0.022455,-0.086734,-0.290984,-0.198215,0.322788
1,1790,1,91,9.081918,0.413048,-0.016359,-0.087290,-0.290929,-0.194271,0.326624
1,1830,1,72,2.409949,0.443486,-0.018726,-0.138400,-0.169410,-0.073923,0.330081
1,1840,1,69,2.208312,0.438025,-0.011502,-0.141209,-0.171873,-0.076255,0.329037
1,1850,1,67,2.141583,0.427337,-0.022175,-0.147946,-0.169746,-0.077013,0.329116
1,1860,1,73,2.334949,0.436150,-0.016943,-0.150450,-0.170603,-0.078376,0.328170
1,1870,1,68,2.305303,0.426456,-0.027027,-0.154109,-0.171172,-0.081949,0.327847
1,1880,1,69,2.238000,0.424596,-0.019921,-0.154827,-0.173318,-0.082234,0.328838
1,1890,1,56,2.149042,0.424399,-0.016018,-0.156417,-0.176326,-0.081287,0.329105
1,1920,1,85,5.702205,0.353903,0.115614,-0.247891,-0.272617,0.173117,0.374314
1,1930,1,95,6.608826,0.340952,0.091851,-0.251884,-0.277303,0.177369,0.373301
1,1940,1,102,6.459231,0.329814,0.088025,-0.262174,-0.277958,0.176932,0.371368
1,1950,1,99,6.967140,0.324505,0.081238,-0.259758,-0.278974,0.174517,0.369860
1,1960,1,106,6.629835,0.316562,0.086894,-0.256157,-0.281326,0.170868,0.369692
1,1970,1,98,6.919367,0.307576,0.074187,-0.255758,-0.283526,0.170205,0.366563
1,1980,1,42,3.831469,0.331223,-0.016031,-0.270399,-0.295716,0.179098,0.332162
1,2010,1,52,5.691422,0.150970,0.174566,-0.424852,-0.562692,0.255848,0.391391
1,2020,1,51,6.388388,0.156489,0.148902,-0.421526,-0.566093,0.256528,0.391501
1,2030,1,54,5.518587,0.139520,0.133901,-0.426077,-0.567134,0.255740,0.387540
1,2040,1,57,6.091703,0.141655,0.138469,-0.422156,-0.566911,0.252541,0.389146
1,2050,1,54,5.761647,0.139159,0.139431,-0.420140,-0.565360,0.250663,0.388257
1,2060,1,60,5.832031,0.134465,0.135268,-0.424911,-0.567939,0.251958,0.388547
1,2070,1,59,7.266172,0.148497,0.134796,-0.423367,-0.568808,0.251161,0.390494
1,2080,1,66,7.118637,0.142617,0.139292,-0.438086,-0.567242,0.250191,0.389704
1,2150,1,42,6.001893,0.530454,0.460618,-0.096506,-0.526171,-0.137599,0.443287
